vin_txt	year_int	make_txt	model_txt	color_txt	cost_num
5UXFG43518L690225	2000	Dodge	Grand Caravan	Purple	34224.95
1GYFC56209R089823	1996	Infiniti	Q	Mauv	25267.33
WAUHF98P28A796891	1998	Lexus	ES	Yellow	32600.97
WUARL48H06K465166	1998	Buick	Riviera	Blue	39852.68
JN1CV6FE4CM619480	2000	Toyota	Sienna	Khaki	31040.42
3C6JD7DP0CG233764	2009	Dodge	Dakota	Puce	29104.78
3C3CFFDR8DT603671	2003	Chrysler	Town & Country	Khaki	35292.29
KL4CJGSBXEB304251	2004	Ford	Mustang	Yellow	26299.39
WVWED7AJ5BW118751	2006	Mercedes-Benz	G-Class	Blue	28371.13
1G6DV57VX90957222	1963	Rambler	Classic	Mauv	31389.37
KMHHT6KD6AU005996	1992	Dodge	Grand Caravan	Red	34150.59
3C63D3ML0CG581529	2001	Hyundai	Tiburon	Violet	31698.03
JH4KA96623C713067	2007	Lotus	Elise	Red	33944.39
JN1CV6EK4FM079799	1996	Mitsubishi	GTO	Khaki	25477.81
2G4WS52J011307600	2007	Subaru	B9 Tribeca	Aquamarine	30119.04
JN8AF5MR9CT880972	1998	Mitsubishi	Montero	Maroon	36465.95
WBAKP9C58FD617175	2007	Kia	Rio	Red	35394.85
WAUAF98E47A480889	1992	Chevrolet	Sportvan G10	Yellow	30401.10
5NPDH4AE3CH463222	2006	Kia	Spectra	Teal	30808.63
VNKKTUD31FA943553	2006	Chevrolet	HHR	Indigo	34893.27
3VW1K7AJ9BM528065	2005	Cadillac	Escalade EXT	Red	26594.00
19UUA65645A143695	2000	Pontiac	Montana	Blue	39607.47
JHMZF1D48ES189869	2012	Chevrolet	Express 1500	Violet	28835.56
1FMJK1JT3FE832823	2002	Mercedes-Benz	CL-Class	Violet	27258.56
3C63DRJLXCG495636	2011	Lexus	LS	Orange	27799.69
3D73Y4CL2AG377385	1989	Mazda	MX-6	Teal	39731.57
SCBZB25E22C824054	2000	Lamborghini	Diablo	Yellow	28430.29
WBAUP9C55DV127258	2003	Lexus	RX	Maroon	34326.02
2G4GR5EC4B9570835	2012	Acura	RL	Maroon	39000.07
JTHBK1GG0D2788315	1994	GMC	1500 Club Coupe	Indigo	35866.37
SCFEBBBK2DG470636	1959	BMW	600	Orange	37987.66
1GYFK26299R521391	2010	Lamborghini	Murciélago	Teal	25893.30
1G4GE5E3XCF203894	2003	Ford	Escort ZX2	Violet	30395.44
JM1NC2PF5F0502952	2006	Subaru	Baja	Maroon	32715.62
1FTSF3B50AE374028	2009	Nissan	350Z	Goldenrod	33637.31
3C3CFFFH0ET007668	1992	Chevrolet	S10	Puce	30050.85
JM3TB2BA2B0828053	2010	Mercedes-Benz	CLS-Class	Khaki	27722.51
4USFE83527L419892	2006	Scion	xA	Mauv	30874.75
SCFAB02A46G584599	2005	Ford	Freestyle	Maroon	26980.22
WAUML44D93N892542	2004	Mercedes-Benz	CLK-Class	Purple	37960.15
1N6AA0CC0DN141650	2011	Porsche	Panamera	Mauv	35172.29
WBAFB33541L660164	2005	Ford	Mustang	Yellow	29285.76
WAUAFAFL0DA478720	1993	Ford	Crown Victoria	Puce	39177.02
WBAWC7C5XAE618218	2007	Aston Martin	DB9	Maroon	31501.72
SCFAD01A65G908145	1998	Volkswagen	GTI	Maroon	27611.75
1G6KF57955U382070	2008	Kia	Rio5	Red	28240.91
5N1AN0NUXCC772053	2002	Ford	Mustang	Maroon	30866.66
WAUVT68E02A369998	2011	Ford	F350	Khaki	27968.89
WBA3N3C50EF527741	2011	Chevrolet	Silverado 2500	Blue	36506.68
JN1AZ4EHXCM104639	1992	Chevrolet	S10 Blazer	Crimson	34966.38
WBANA53565B772146	1994	Ford	F150	Green	29444.50
WBANA73584B988493	1991	Volkswagen	Passat	Fuscia	30289.59
2HNYD2H31CH558306	2003	Volvo	V40	Puce	31171.71
JTHBK1EG7C2603050	2011	Buick	LaCrosse	Pink	29512.40
3D7TT2CT0AG410810	1998	BMW	3 Series	Goldenrod	26041.25
KL4CJFSB4FB124680	2009	Mercedes-Benz	SL-Class	Crimson	36177.91
1C4RDJEG6EC018404	1992	Chrysler	LeBaron	Goldenrod	26738.03
JM3TB2MA6A0357617	2001	Lexus	LX	Maroon	38139.26
WBAVA33548F061451	2004	Chevrolet	Express 2500	Turquoise	32287.21
WBA4C9C5XFD331221	1984	Pontiac	Parisienne	Blue	29623.48
5N1BA0NC5FN804357	1987	Pontiac	Firefly	Yellow	39104.53
SCBLC37F74C167141	2010	Hyundai	Genesis Coupe	Maroon	39135.35
JN8AS5MTXBW980521	2003	Saturn	Ion	Orange	37495.60
WAU4GBFB7BN438258	2009	Mazda	RX-8	Aquamarine	28847.45
1N6AA0CA5CN747684	2002	Buick	Regal	Goldenrod	34325.15
5NPDH4AE5BH262713	2007	Saab	9-5	Indigo	33902.74
JA32X8HW5EU401232	2004	Lincoln	LS	Teal	28499.38
WBA3G7C56EK439589	2004	Mercury	Mountaineer	Turquoise	32080.49
1G4GJ5G39DF589752	1996	Oldsmobile	Bravada	Crimson	33392.41
1G6ET129X2B424665	2007	Mercury	Montego	Khaki	35276.91
3VWML7AJ3CM762942	1995	Volkswagen	Cabriolet	Turquoise	29048.03
JHMGE8G37DC595849	2007	Chevrolet	Express	Crimson	27359.53
SCFAB01A68G872581	1999	Honda	Odyssey	Teal	30478.60
WAUHFAFL8BN252428	1997	Dodge	Ram 2500 Club	Green	39850.54
WA1VFAFL8DA693177	1999	Pontiac	Montana	Blue	34531.73
SCBZB25E52C831158	1988	Ford	F-Series	Red	28985.43
WAUSF78EX8A562071	1994	Chevrolet	Astro	Mauv	39263.73
1G6DG5EGXA0502910	1999	GMC	Jimmy	Puce	34626.88
1FTSX2A59AE606733	1986	Audi	4000CS Quattro	Violet	27999.94
3C3CFFBR2CT720292	2008	Chevrolet	Express 3500	Maroon	39871.28
1GYEC63N05R908162	2011	Ford	Taurus	Puce	34277.92
3TMJU4GN4EM603054	1994	Suzuki	Sidekick	Maroon	34250.67
WAUKFAFL5CN686703	2000	Isuzu	Hombre	Mauv	39220.27
WBAKX6C59CC120278	1998	Mercedes-Benz	CL-Class	Pink	35484.30
WAU4FBFL2AA565372	2011	Saab	9-5	Turquoise	29217.94
1GD11ZCG1CF085250	2012	GMC	Yukon XL 1500	Yellow	33623.38
WBAUN1C52DV674852	1997	Chevrolet	Lumina	Fuscia	28425.30
1G6AD5S37D0846101	2004	Nissan	350Z	Khaki	26957.56
WAULT58E35A481376	2008	Audi	A3	Aquamarine	26625.69
WBANV13509B648084	2010	Mazda	Mazda3	Green	36816.45
1ZVBP8JZ6D5481555	2009	Toyota	Tundra	Mauv	33946.47
WBASP4C59BC889303	1996	Mercedes-Benz	C-Class	Orange	33898.12
5N1AN0NU6CC485938	1989	Mazda	RX-7	Teal	34794.14
3GYFNFE36CS788291	2005	Dodge	Dakota	Turquoise	32803.28
KL4CJCSB3DB971055	2010	Mazda	CX-7	Teal	31409.60
3VWC17AU9FM774982	2010	Jaguar	XK	Yellow	31410.56
2C3CCAKT2CH236929	2006	Chevrolet	TrailBlazer	Red	29643.22
1LNHL9DK5FG961988	2006	Ford	F350	Goldenrod	32513.37
WVWGU7AN4CE300489	1984	Ford	Laser	Khaki	33318.90
2HNYD18201H828575	1995	Mazda	B-Series Plus	Mauv	37653.30
3D73Y4ELXBG025993	1996	Chrysler	New Yorker	Green	25431.94
19VDE1F73DE026658	2002	BMW	Z8	Turquoise	36685.34
1G4PP5SK9C4776397	2008	Chevrolet	Silverado	Purple	27721.29
3N1BC1AP5AL808868	1986	Ford	Escort	Fuscia	28130.72
1G6DP57V180565142	2012	Saab	9-3	Goldenrod	31544.59
KNDJN2A25E7593435	2003	Toyota	Camry	Violet	37328.83
1G6D05EG1A0273960	1997	Ford	Thunderbird	Mauv	33018.83
WAUDFAFC4EN288359	1999	Mitsubishi	Pajero	Maroon	27376.58
WA1VMBFE3CD355311	2003	Mercedes-Benz	S-Class	Aquamarine	35568.97
2G4GP5EX5E9887780	2007	BMW	X5	Crimson	39618.27
3VW1K7AJ3BM876220	1992	GMC	Sonoma Club	Orange	28049.66
JH4CU4F42BC716448	1991	Lotus	Elan	Aquamarine	26843.63
5NPEB4AC4DH461145	2013	Rolls-Royce	Phantom	Indigo	39251.09
1D7RW3BK8AS309569	2009	Chevrolet	Silverado	Red	26860.36
2FMDK3AKXCB253030	1994	Volkswagen	Jetta	Khaki	37654.67
2HNYD18241H254546	1987	Pontiac	Firebird	Yellow	28353.85
5XXGM4A70CG411892	1999	Plymouth	Breeze	Pink	36292.40
5NPDH4AE3CH672508	2010	Chevrolet	Traverse	Violet	28587.80
YV1612FHXD1667569	2011	Nissan	Frontier	Blue	35780.22
1FTMF1CW2AF800977	1998	GMC	Suburban 1500	Pink	31575.71
55SWF4JB0FU850056	2003	Honda	Accord	Crimson	33422.77
WDDGF4HB2CF514028	1978	Toyota	Celica	Turquoise	28426.40
JTDKDTB30E1107542	2010	Suzuki	Kizashi	Teal	28189.04
1GKS1FEJ1CR067270	2005	Kia	Sedona	Khaki	25671.59
SAJWA4DC1BM268183	2012	Aston Martin	Virage	Khaki	37463.62
3G5DA03L97S282931	2008	Mercury	Milan	Blue	26388.92
WBABD53495P175187	1989	Buick	Skylark	Green	38248.19
WAUHF78P17A850569	2010	Dodge	Dakota	Mauv	36766.73
JH4KB16667C138766	2005	Cadillac	STS	Indigo	25544.70
1YVHZ8BH1C5526522	1995	Eagle	Vision	Violet	32480.78
YV1612FH9D1388789	2006	GMC	Sierra 1500	Puce	39439.89
1HGCP2E70CA354742	1991	Audi	90	Turquoise	39039.95
1D7RV1GP6AS706290	2005	GMC	Safari	Maroon	28962.73
3VW1K7AJ4DM125887	2003	Cadillac	Seville	Red	29900.61
WBAEP33482P684336	1991	Buick	Park Avenue	Violet	31870.77
3FAHP0DC2BR517909	1998	Nissan	Frontier	Green	26965.15
1G6AL1R35F0039869	1997	Buick	Regal	Red	30926.40
4T3BA3BB5CU258455	1984	Ford	Thunderbird	Aquamarine	33885.69
2B3CA2CV2AH197037	2003	Volvo	V70	Fuscia	28070.84
2C4RDGBG1FR076470	1998	Mercedes-Benz	C-Class	Khaki	35849.43
WBAKE3C56DE099867	1998	Toyota	Avalon	Teal	33823.55
3VW4S7AT9EM462877	1994	Audi	100	Orange	27984.87
1GYFK43828R947605	2009	Dodge	Nitro	Maroon	30401.51
YV4960BZ5A1848353	2001	Nissan	Sentra	Purple	29186.92
JN1AZ4FH3FM448588	1996	GMC	Savana 2500	Puce	36451.65
1FADP5AU7FL346166	2005	GMC	Sierra 2500	Puce	27336.24
1G4GE5G31EF891283	1994	Plymouth	Grand Voyager	Green	30300.41
WBALM53599E468280	1985	Lotus	Esprit	Aquamarine	29470.12
WAULT58E95A990534	2002	Jeep	Liberty	Khaki	39227.77
5GNRNHEE9A8893428	2013	Lexus	RX	Mauv	32282.95
1FTEW1C89AK896443	1993	Ford	Econoline E350	Aquamarine	25648.13
5FRYD3H40EB401121	2007	Honda	Pilot	Red	29901.06
WDCGG5GB0BF535628	1993	GMC	Yukon	Goldenrod	36998.38
2B3CA9CV5AH322007	1992	Chevrolet	Blazer	Mauv	36312.25
WVGAV7AX7AW418463	1988	Mercedes-Benz	W201	Crimson	36140.77
1N6AA0CA3DN394234	2003	Infiniti	M	Maroon	31650.30
WBAPK7C55AA924774	1998	Chevrolet	Camaro	Goldenrod	39297.69
3GTU2YEJ5CG180023	2002	Dodge	Ram Van 3500	Indigo	37719.57
5TDDK3DCXFS670081	2002	Buick	Century	Aquamarine	25685.46
1FMJU1G53AE735147	2004	Cadillac	Seville	Yellow	29162.71
JM3KE2BE3F0282164	1991	Mercury	Topaz	Green	27467.95
1G6DM1ED8B0805600	2003	Mazda	MPV	Blue	27247.74
YV1612FH4E1680903	1999	Ford	Crown Victoria	Purple	36194.98
3C3CFFJH9ET428358	2007	Mazda	Mazda5	Crimson	36294.55
WBANB33585C680189	2004	Chevrolet	Silverado 3500	Purple	39279.40
1G4GD5EG8AF773878	2007	Toyota	Corolla	Mauv	30725.68
JH4CU2E69AC704805	1993	Isuzu	Stylus	Violet	33382.02
WAUBFAFL8EA340672	2008	BMW	Z4	Aquamarine	36960.20
5N1AN0NU8AC096747	1964	Pontiac	Grand Prix	Teal	27922.96
4T1BF1FK2FU996923	2002	GMC	Sonoma	Khaki	33474.09
WAUVC68E65A735063	1990	Pontiac	Trans Sport	Aquamarine	31164.22
WAUWFAFR5CA266291	1988	Mercedes-Benz	SL-Class	Mauv	35112.69
KNAFZ6A3XF5295824	1985	Pontiac	1000	Turquoise	29894.09
WAUDT94FX5N298088	2001	Mitsubishi	Lancer	Mauv	38613.27
WDDJK6FA0FF855021	1994	Eagle	Vision	Pink	30309.39
1C6RD7FP3CS657982	2001	Isuzu	VehiCROSS	Crimson	34527.42
JHMZE2H51DS315077	2012	Lotus	Exige	Khaki	38769.78
1G6DK5EY6B0607405	2012	Ford	Explorer	Violet	37468.19
2C3CDXJG1EH498612	2008	Mercedes-Benz	SL-Class	Khaki	31425.52
SAJWA2EKXEM126476	2000	Acura	TL	Teal	31557.41
KNALN4D71F5799762	2009	Chevrolet	Express 2500	Aquamarine	36091.02
2C3CDXCT2FH127177	1961	Austin	Mini Cooper	Indigo	32310.29
3C4PDDBG4ET626858	2008	Mazda	CX-9	Goldenrod	33945.10
3C63D3FLXCG965864	2004	Holden	Monaro	Crimson	32347.32
1G6YV36A295070222	2011	Suzuki	Equator	Maroon	26719.79
2C3CCAEG7FH858610	2006	Jaguar	S-Type	Yellow	30762.12
1GKS2FEJ5CR478779	2001	Ford	Explorer Sport	Aquamarine	35119.36
SAJWA4EB4EL536188	1998	Oldsmobile	Cutlass	Violet	28666.43
SAJWA0ES8EP738100	1992	GMC	Jimmy	Yellow	27107.94
SCBDC47L48C052390	2008	Dodge	Charger	Khaki	39010.90
2T2BK1BA0FC950125	1986	Volkswagen	Cabriolet	Aquamarine	29353.04
WBAAX13483P933268	1992	Alfa Romeo	164	Purple	38677.04
WBANB33535B920089	1993	Mercedes-Benz	300TE	Puce	27696.95
JTHBB1BA3B2135705	2002	GMC	Sonoma	Puce	37566.47
WAUMK78K29N332576	2000	Mercury	Grand Marquis	Mauv	39909.75
2T1BURHE1EC038948	1996	GMC	1500 Club Coupe	Aquamarine	34932.64
5TDDCRFH8FS389938	1989	Ford	Mustang	Indigo	29996.25
WBAVB73587F558912	2002	Volvo	V40	Orange	35376.37
5N1AR2MM5DC094508	1986	Mitsubishi	Tredia	Crimson	29380.05
WAUGL98E16A335360	1987	Subaru	XT	Crimson	38411.95
1G6DK5E34C0201094	1999	GMC	2500	Indigo	34458.83
5UXZV4C54CL248504	1992	Daihatsu	Rocky	Blue	35365.38
3TMJU4GN3CM668412	1998	Hyundai	Sonata	Crimson	27401.29
2C3CCAST4CH711688	2001	Volkswagen	Eurovan	Crimson	35282.58
JHMZE2H38ES657707	1988	Buick	Skylark	Yellow	32057.67
1G4GA5GR9EF355231	2012	Scion	iQ	Red	28008.65
JH4CL96804C644011	1993	Chrysler	Fifth Ave	Blue	27197.28
WBAVA33508P879222	2012	Toyota	Prius c	Purple	25398.47
JN8AF5MV9FT063549	1985	Lincoln	Continental	Indigo	38788.91
3GYFNCE3XES393922	1998	Buick	Riviera	Orange	27277.52
SCFBF04BX7G378591	2008	Scion	tC	Green	27889.26
WAUJF78K29N567132	2001	Ford	Escort	Green	35760.32
2FMDK3AK8EB858778	1991	Pontiac	6000	Puce	26009.05
5J8TB3H38FL932155	2002	Ford	Taurus	Yellow	31865.59
WBA3V9C55EP564152	2012	Honda	Pilot	Yellow	30480.91
JTHFF2C2XD2142916	1992	Mercedes-Benz	500E	Indigo	38534.04
5N1AR1NB4CC627048	1996	Dodge	Caravan	Turquoise	26600.15
WBAKA83579C581128	1993	Saturn	S-Series	Green	31265.28
WUALNAFG6EN506163	1995	Honda	Passport	Teal	30528.90
WAUEG94F76N259291	1992	Cadillac	DeVille	Puce	29548.42
1C3CDFAA9FD298744	1997	GMC	Jimmy	Violet	35889.42
2FMDK3JC1AB784185	1988	Saab	900	Orange	27320.18
1GD02XEGXFZ565798	1993	Mitsubishi	Mighty Max Macro	Puce	26913.35
5UXFA93576L905022	2006	Bentley	Continental	Orange	39087.65
WBAYF4C54DD970705	1999	Dodge	Durango	Crimson	34526.27
WAUWFAFL7AA509978	1966	Chevrolet	Corvette	Aquamarine	33564.71
WAUML44E55N031984	2010	Jaguar	XF	Fuscia	36640.46
1FTEW1CM8EK590384	2006	Toyota	Matrix	Orange	38953.62
WBSDE93422C907848	1999	Dodge	Ram Van 3500	Yellow	30521.95
5BZAF0AA8FN150959	2001	Ford	F-Series	Fuscia	34738.29
4T1BD1FK6DU288693	2006	Toyota	RAV4	Turquoise	32414.73
3D7TT2CT9AG290053	1987	Ford	E-Series	Purple	37551.67
5J6TF3H53FL940744	2002	Dodge	Dakota Club	Blue	29539.67
3N6CM0KN1DK954939	2008	Ford	Fusion	Green	39754.12
SCBGT3ZA1DC887389	1985	Pontiac	Firefly	Fuscia	29721.68
KM8JT3AB0CU905862	1992	Volkswagen	Passat	Orange	33988.02
